id,name,height,weight,genus,description,types,abilities
265,Wurmple,3.00,36.00,Worm Pokemon,"Wurmple is targeted by Swellow as prey. This Pokemon
will try to resist by pointing the spikes on its rear at the
attacking predator. It will weaken the foe by leaking poison
from the spikes.",[bug],"[run-away, shield-dust]"
266,Silcoon,6.00,100.00,Cocoon Pokemon,"Silcoon was thought to endure hunger and not consume
anything before its evolution. However, it is now thought
that this Pokemon slakes its thirst by drinking rainwater
that collects on its silk.",[bug],[shed-skin]
267,Beautifly,10.00,284.00,Butterfly Pokemon,"Beautifly has a long mouth like a coiled needle, which is very
convenient for collecting pollen from flowers. This Pokemon
rides the spring winds as it flits around gathering pollen.","[flying, bug]","[rivalry, swarm]"
268,Cascoon,7.00,115.00,Cocoon Pokemon,"If it is attacked, Cascoon remains motionless however badly it
may be hurt. It does so because if it were to move, its body
would be weak upon evolution. This Pokemon will also not
forget the pain it endured.",[bug],[shed-skin]
269,Dustox,12.00,316.00,Poison Moth Pokemon,"When Dustox flaps its wings, a fine dust is scattered all over.
This dust is actually a powerful poison that will even make a
pro wrestler sick. This Pokemon searches for food using its
antennae like radar.","[poison, bug]","[compound-eyes, shield-dust]"
270,Lotad,5.00,26.00,Water Weed Pokemon,"Lotad is said to have dwelled on land before. However, this
Pokemon is thought to have returned to water because the
leaf on its head grew large and heavy. It now lives by floating
atop the water.","[grass, water]","[own-tempo, rain-dish, swift-swim]"
271,Lombre,12.00,325.00,Jolly Pokemon,"Lombre's entire body is covered by a slippery, slimy film.
It feels horribly unpleasant to be touched by this Pokemon's
hands. Lombre is often mistaken for a human child.","[grass, water]","[own-tempo, rain-dish, swift-swim]"
272,Ludicolo,15.00,550.00,Carefree Pokemon,"Upon hearing an upbeat and cheerful rhythm, the cells in
Ludicolo's body become very energetic and active. Even
in battle, this Pokemon will exhibit an amazing amount
of power.","[grass, water]","[own-tempo, rain-dish, swift-swim]"
273,Seedot,5.00,40.00,Acorn Pokemon,"Seedot looks exactly like an acorn when it is dangling from a
tree branch. It startles other Pokemon by suddenly moving.
This Pokemon polishes its body once a day using leaves.",[grass],"[pickpocket, early-bird, chlorophyll]"
274,Nuzleaf,10.00,280.00,Wily Pokemon,"This Pokemon pulls out the leaf on its head and makes a flute
with it. The sound of Nuzleaf's flute strikes fear and uncertainty
in the hearts of people lost in a forest.","[dark, grass]","[pickpocket, early-bird, chlorophyll]"
275,Shiftry,13.00,596.00,Wicked Pokemon,"Shiftry's large fans generate awesome gusts of wind at a
speed close to 100 feet per second. The whipped-up wind
blows anything away. This Pokemon chooses to live quietly
deep in forests.","[dark, grass]","[pickpocket, early-bird, chlorophyll]"
276,Taillow,3.00,23.00,Tiny Swallow Pokemon,"Taillow is youngâ€it has only just left its nest. As a result,
it sometimes becomes lonesome and cries at night.
This Pokemon feeds on Wurmple that live in forests.","[flying, normal]","[scrappy, guts]"
277,Swellow,7.00,198.00,Swallow Pokemon,"Swellow is very conscientious about the upkeep of its glossy
wings. Once two Swellow are gathered, they diligently take
care of cleaning each other's wings.","[flying, normal]","[scrappy, guts]"
278,Wingull,6.00,95.00,Seagull Pokemon,"Fishermen keep an eye out for Wingull in the
sky, because wherever they're circling, the
ocean is sure to be teeming with fish Pokemon.","[flying, water]","[rain-dish, hydration, keen-eye]"
279,Pelipper,12.00,280.00,Water Bird Pokemon,"Gathering food is the work of young males.
They store food in their capacious beaks and
carry it back to others waiting in the nest.","[flying, water]","[rain-dish, drizzle, keen-eye]"
280,Ralts,4.00,66.00,Feeling Pokemon,"Ralts has the ability to sense the emotions of people. If its
Trainer is in a cheerful mood, this Pokemon grows cheerful
and joyous in the same way.","[fairy, psychic]","[telepathy, trace, synchronize]"
281,Kirlia,8.00,202.00,Emotion Pokemon,"Kirlia uses the horns on its head to amplify its psychokinetic
power. When the Pokemon uses its power, the air around it
becomes distorted, creating mirages of nonexistent scenery.","[fairy, psychic]","[telepathy, trace, synchronize]"
282,Gardevoir,16.00,484.00,Embrace Pokemon,"Gardevoir has the psychokinetic power to distort the
dimensions and create a small black hole. This Pokemon
will try to protect its Trainer even at the risk of its own life.","[fairy, psychic]","[telepathy, trace, synchronize]"
283,Surskit,5.00,17.00,Pond Skater Pokemon,"When this Pokemon senses danger, a sweet
fluid oozes from the tip of its head. The taste
of it disgusts bird Pokemon.","[water, bug]","[rain-dish, swift-swim]"
284,Masquerain,8.00,36.00,Eyeball Pokemon,"Its wings and antennae don't cope well with
moisture. After a rain, it faces sunward to
dry off.","[flying, bug]","[unnerve, intimidate]"
285,Shroomish,4.00,45.00,Mushroom Pokemon,"If Shroomish senses danger, it shakes its body and scatters
spores from the top of its head. This Pokemon's spores are
so toxic, they make trees and weeds wilt.",[grass],"[quick-feet, poison-heal, effect-spore]"
286,Breloom,12.00,392.00,Mushroom Pokemon,"The seeds ringing Breloom's tail are made of hardened toxic
spores. It is horrible to eat the seeds. Just taking a bite of this
Pokemon's seed will cause your stomach to rumble.","[fighting, grass]","[technician, poison-heal, effect-spore]"
287,Slakoth,8.00,240.00,Slacker Pokemon,"Slakoth's heart beats just once a minute. Whatever happens,
it is content to loaf around motionless. It is rare to see this
Pokemon in motion.",[normal],[truant]
288,Vigoroth,14.00,465.00,Wild Monkey Pokemon,"Vigoroth is simply incapable of remaining still. Even when it
tries to sleep, the blood in its veins grows agitated, compelling
this Pokemon to run wild throughout the jungle before it can
settle down.",[normal],[vital-spirit]
289,Slaking,20.00,1305.00,Lazy Pokemon,"Wherever Slaking live, rings of over a yard in diameter appear
in grassy fields. They are made by the Pokemon as it eats all
the grass within reach while lying prone on the ground.",[normal],[truant]
290,Nincada,5.00,55.00,Trainee Pokemon,"Nincada lives underground. It uses its sharp claws to carve the
roots of trees and absorb moisture and nutrients.
This Pokemon can't withstand bright sunlight so avoids it.","[ground, bug]","[run-away, compound-eyes]"
291,Ninjask,8.00,120.00,Ninja Pokemon,"If Ninjask is not trained properly, it will refuse to obey
the Trainer and cry loudly continuously. Because of this
quality, this Pokemon is said to be one that puts the
Trainer's abilities to the test.","[flying, bug]","[infiltrator, speed-boost]"
292,Shedinja,8.00,12.00,Shed Pokemon,"Shedinja is a peculiar Pokemon. It seems to appear unsought
in a PokÃ© Ball after a Nincada evolves. This bizarre Pokemon
is entirely immobileâ€it doesn't even breathe.","[ghost, bug]",[wonder-guard]
293,Whismur,6.00,163.00,Whisper Pokemon,"Whismur is very timid. If it starts to cry loudly, it becomes
startled by its own crying and cries even harder. When it finally
stops crying, the Pokemon goes to sleep, all tired out.",[normal],"[rattled, soundproof]"
294,Loudred,10.00,405.00,Big Voice Pokemon,"Loudred shouts while stamping its feet. After it finishes
shouting, this Pokemon becomes incapable of hearing
anything for a while. This is considered to be a weak point.",[normal],"[scrappy, soundproof]"
295,Exploud,15.00,840.00,Loud Noise Pokemon,"Exploud communicates its feelings to the others by emitting
whistle-like sounds from the tubes on its body. This Pokemon
only raises its voice when it is in battle.",[normal],"[scrappy, soundproof]"
296,Makuhita,10.00,864.00,Guts Pokemon,"Their daily routine consists of training together
first thing in the morning, eating and napping in
the afternoon, and then more training afterward.",[fighting],"[sheer-force, guts, thick-fat]"
297,Hariyama,23.00,2538.00,Arm Thrust Pokemon,"They love to compare their freakish strengthâ€
strength enough to send a truck flying with a
single slap.",[fighting],"[sheer-force, guts, thick-fat]"
298,Azurill,2.00,20.00,Polka Dot Pokemon,"Azurill's tail is large and bouncy. It is packed full of the
nutrients this Pokemon needs to grow. Azurill can be seen
bouncing and playing on its big, rubbery tail.","[fairy, normal]","[sap-sipper, huge-power, thick-fat]"
299,Nosepass,10.00,970.00,Compass Pokemon,"It uses powerful magnetism to drag its prey
toward it. It's also been known to pull in metal,
which it collects and uses to protect itself.",[rock],"[sand-force, magnet-pull, sturdy]"
300,Skitty,6.00,110.00,Kitten Pokemon,"Skitty is known to chase around playfully after its own tail.
In the wild, this Pokemon lives in holes in the trees of forests.
It is very popular as a pet because of its adorable looks.",[normal],"[wonder-skin, normalize, cute-charm]"
301,Delcatty,11.00,326.00,Prim Pokemon,"Delcatty sleeps anywhere it wants without keeping a permanent
nest. If other Pokemon approach it as it sleeps, this Pokemon
will never fightâ€it will just move away somewhere else.",[normal],"[wonder-skin, normalize, cute-charm]"
302,Sableye,5.00,110.00,Darkness Pokemon,"This Pokemon is feared. When its gemstone eyes
begin to glow with a sinister shine, it's believed
that Sableye will steal people's spirits away.","[ghost, dark]","[prankster, stall, keen-eye]"
303,Mawile,6.00,115.00,Deceiver Pokemon,"Don't be taken in by this Pokemon's cute faceâ€it's very
dangerous. Mawile fools the foe into letting down its guard,
then chomps down with its massive jaws. The steel jaws are
really horns that have been transformed.","[fairy, steel]","[sheer-force, intimidate, hyper-cutter]"
304,Aron,4.00,600.00,Iron Armor Pokemon,"Aron has a body of steel. With one all-out charge, this
Pokemon can demolish even a heavy dump truck.
The destroyed dump truck then becomes a handy meal
for the Pokemon.","[rock, steel]","[heavy-metal, rock-head, sturdy]"
305,Lairon,9.00,1200.00,Iron Armor Pokemon,"Lairon feeds on iron contained in rocks and water. It makes
its nest on mountains where iron ore is buried. As a result,
the Pokemon often clashes with humans mining the iron ore.","[rock, steel]","[heavy-metal, rock-head, sturdy]"
306,Aggron,21.00,3600.00,Iron Armor Pokemon,"Aggron is protective of its environment. If its mountain is
ravaged by a landslide or a fire, this Pokemon will haul
topsoil to the area, plant trees, and beautifully restore its
own territory.","[rock, steel]","[heavy-metal, rock-head, sturdy]"
307,Meditite,6.00,112.00,Meditate Pokemon,"Meditite heightens its inner energy through meditation.
It survives on just one berry a day. Minimal eating is another
aspect of this Pokemon's training.","[psychic, fighting]","[telepathy, pure-power]"
308,Medicham,13.00,315.00,Meditate Pokemon,"Through the power of meditation, Medicham developed its
sixth sense. It gained the ability to use psychokinetic powers.
This Pokemon is known to meditate for a whole month
without eating.","[psychic, fighting]","[telepathy, pure-power]"
309,Electrike,6.00,152.00,Lightning Pokemon,"Electrike runs faster than the human eye can follow.
The friction from running is converted into electricity,
which is then stored in this Pokemon's fur.",[electric],"[minus, lightning-rod, static]"
310,Manectric,15.00,402.00,Discharge Pokemon,"Manectric discharges strong electricity from its mane.
The mane is used for collecting electricity in the atmosphere.
This Pokemon creates thunderclouds above its head.",[electric],"[minus, lightning-rod, static]"
311,Plusle,4.00,42.00,Cheering Pokemon,"When Plusle is cheering on its partner, it flashes with electric
sparks from all over its body. If its partner loses, this Pokemon
cries loudly.",[electric],"[lightning-rod, plus]"
312,Minun,4.00,42.00,Cheering Pokemon,"Minun loves to cheer on its partner in battle. It gives off sparks
from its body while it is doing so. If its partner is in trouble,
this Pokemon gives off increasing amounts of sparks.",[electric],"[volt-absorb, minus]"
313,Volbeat,7.00,177.00,Firefly Pokemon,"Volbeat's tail glows like a lightbulb. With other Volbeat,
it uses its tail to draw geometric shapes in the night sky.
This Pokemon loves the sweet aroma given off by Illumise.",[bug],"[prankster, swarm, illuminate]"
314,Illumise,6.00,177.00,Firefly Pokemon,"Illumise leads a flight of illuminated Volbeat to draw signs in
the night sky. This Pokemon is said to earn greater respect
from its peers by composing more complex designs in the sky.",[bug],"[prankster, tinted-lens, oblivious]"
315,Roselia,3.00,20.00,Thorn Pokemon,"On extremely rare occasions, a Roselia is said to appear with
its flowers in unusual colors. The thorns on this Pokemon's
head contain a vicious poison.","[poison, grass]","[leaf-guard, poison-point, natural-cure]"
316,Gulpin,4.00,103.00,Stomach Pokemon,"Most of Gulpin's body is made up of its stomachâ€its heart and
brain are very small in comparison. This Pokemon's stomach
contains special enzymes that dissolve anything.",[poison],"[gluttony, sticky-hold, liquid-ooze]"
317,Swalot,17.00,800.00,Poison Bag Pokemon,"Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this Pokemon's mouth.",[poison],"[gluttony, sticky-hold, liquid-ooze]"
318,Carvanha,8.00,208.00,Savage Pokemon,"If they scent the faintest trace of blood, they
rush to attack en masse. When alone, they're
rather cowardly.","[dark, water]","[speed-boost, rough-skin]"
319,Sharpedo,18.00,888.00,Brutal Pokemon,"It has a sad history. In the past, its dorsal fin
was a treasured foodstuff, so this Pokemon
became a victim of overfishing.","[dark, water]","[speed-boost, rough-skin]"
320,Wailmer,20.00,1300.00,Ball Whale Pokemon,"It shows off by spraying jets of seawater from
the nostrils above its eyes. It eats a solid ton of
Wishiwashi every day.",[water],"[pressure, oblivious, water-veil]"
321,Wailord,145.00,3980.00,Float Whale Pokemon,"Its immense size is the reason for its popularity.
Wailord watching is a favorite sightseeing
activity in various parts of the world.",[water],"[pressure, oblivious, water-veil]"
322,Numel,7.00,240.00,Numb Pokemon,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokemon's body grows heavy and its
movements become sluggish.","[ground, fire]","[own-tempo, simple, oblivious]"
323,Camerupt,19.00,2200.00,Eruption Pokemon,"The humps on Camerupt's back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokemon apparently erupts often when it is enraged.","[ground, fire]","[anger-point, solid-rock, magma-armor]"
324,Torkoal,5.00,804.00,Coal Pokemon,"If the fire burning within its shell goes out, it will
die. Those who wish to raise one in their home
must always keep something flammable at hand.",[fire],"[shell-armor, drought, white-smoke]"
325,Spoink,7.00,306.00,Bounce Pokemon,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokemon's psychokinetic powers. It is therefore on
a constant search for a bigger pearl.",[psychic],"[gluttony, own-tempo, thick-fat]"
326,Grumpig,9.00,715.00,Manipulate Pokemon,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokemon's black pearls are valuable as works of art.",[psychic],"[gluttony, own-tempo, thick-fat]"
327,Spinda,11.00,50.00,Spot Panda Pokemon,"Each and every Spinda has a slightly different
configuration of spots. There are collectors who
enjoy the tiny differences in their spot patterns.",[normal],"[contrary, tangled-feet, own-tempo]"
328,Trapinch,7.00,150.00,Ant Pit Pokemon,"As it digs through the sand, its giant jaws
crush any rocks that obstruct its path. It builds
a funnel-shaped nest.",[ground],"[sheer-force, arena-trap, hyper-cutter]"
329,Vibrava,11.00,153.00,Vibration Pokemon,"To help make its wings grow, it dissolves
quantities of prey in its digestive juices and
guzzles them down every day.","[dragon, ground]",[levitate]
330,Flygon,20.00,820.00,Mystic Pokemon,"This Pokemon hides in the heart of sandstorms
it creates and seldom appears where people
can see it.","[dragon, ground]",[levitate]
331,Cacnea,4.00,513.00,Cactus Pokemon,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokemon battles by
wildly swinging its thorny arms.",[grass],"[water-absorb, sand-veil]"
332,Cacturne,13.00,774.00,Scarecrow Pokemon,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokemon are
biding their time, waiting for the traveler to tire and become
incapable of moving.","[dark, grass]","[water-absorb, sand-veil]"
333,Swablu,4.00,12.00,Cotton Bird Pokemon,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokemon finds a stream and showers itself.","[flying, normal]","[cloud-nine, natural-cure]"
334,Altaria,11.00,206.00,Humming Pokemon,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokemon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.","[flying, dragon]","[cloud-nine, natural-cure]"
335,Zangoose,13.00,403.00,Cat Ferret Pokemon,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokemon shares
a bitter rivalry with Seviper that dates back over generations.",[normal],"[toxic-boost, immunity]"
336,Seviper,27.00,525.00,Fang Snake Pokemon,"Seviper's swordlike tail serves two purposesâ€it slashes foes
and douses them with secreted poison. This Pokemon will not
give up its long-running blood feud with Zangoose.",[poison],"[infiltrator, shed-skin]"
337,Lunatone,10.00,1680.00,Meteorite Pokemon,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokemon's intimidating red eyes cause all those who
see it to become transfixed with fear.","[psychic, rock]",[levitate]
338,Solrock,12.00,1540.00,Meteorite Pokemon,"Sunlight is the source of Solrock's power. It is said to possess
the ability to read the emotions of others. This Pokemon gives
off intense heat while rotating its body.","[psychic, rock]",[levitate]
339,Barboach,4.00,19.00,Whiskers Pokemon,"Its slippery body is hard to grasp, so much so
that there are festivals where people compete
to see how many they can catch barehanded.","[ground, water]","[hydration, anticipation, oblivious]"
340,Whiscash,9.00,236.00,Whiskers Pokemon,"Sighting Whiscash leaping from the water
is believed to herald an earthquake.","[ground, water]","[hydration, anticipation, oblivious]"
341,Corphish,6.00,115.00,Ruffian Pokemon,"Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to foodâ€it will eat anything.
This Pokemon has no trouble living in filthy water.",[water],"[adaptability, shell-armor, hyper-cutter]"
342,Crawdaunt,11.00,328.00,Rogue Pokemon,"Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this Pokemon hides in its streambed burrow to avoid attack
from its foes.","[dark, water]","[adaptability, shell-armor, hyper-cutter]"
343,Baltoy,5.00,215.00,Clay Doll Pokemon,"As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This Pokemon
sleeps while cleverly balancing itself on its one foot.","[psychic, ground]",[levitate]
344,Claydol,15.00,1080.00,Clay Doll Pokemon,"Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This Pokemon
shoots beams from both its hands.","[psychic, ground]",[levitate]
345,Lileep,10.00,238.00,Sea Lily Pokemon,"Lileep is an ancient Pokemon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this Pokemon intently scans for prey with its
two eyes.","[grass, rock]","[storm-drain, suction-cups]"
346,Cradily,15.00,604.00,Barnacle Pokemon,"Cradily's body serves as an anchor, preventing it from being
washed away in rough seas. This Pokemon secretes a strong
digestive fluid from its tentacles.","[grass, rock]","[storm-drain, suction-cups]"
347,Anorith,7.00,125.00,Old Shrimp Pokemon,"Anorith is said to be a type of Pokemon predecessor, with
eight wings at the sides of its body. This Pokemon swam in the
primordial sea by undulating these eight wings.","[bug, rock]","[swift-swim, battle-armor]"
348,Armaldo,15.00,682.00,Plate Pokemon,"Armaldo is a Pokemon species that became extinct in
prehistoric times. This Pokemon is said to have walked
on its hind legs, which would have been more convenient
for life on land.","[bug, rock]","[swift-swim, battle-armor]"
349,Feebas,6.00,74.00,Fish Pokemon,"Although unattractive and unpopular, this
Pokemon's marvelous vitality has made it a
subject of research.",[water],"[adaptability, oblivious, swift-swim]"
350,Milotic,62.00,1620.00,Tender Pokemon,"It lives at the bottom of clear lakes. In times of
war, it shows itself, which soothes people's
minds and hearts.",[water],"[cute-charm, competitive, marvel-scale]"
351,Castform,3.00,8.00,Weather Pokemon,"Its form changes on its own, due to its cells'
sensitive reactions to temperature and humidity.",[normal],[forecast]
352,Kecleon,10.00,220.00,Color Swap Pokemon,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target.",[normal],"[protean, color-change]"
353,Shuppet,6.00,23.00,Puppet Pokemon,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people.",[ghost],"[cursed-body, frisk, insomnia]"
354,Banette,11.00,125.00,Marionette Pokemon,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokemon's energy would escape if it were to ever open
its mouth.",[ghost],"[cursed-body, frisk, insomnia]"
355,Duskull,8.00,150.00,Requiem Pokemon,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokemon will spirit away bad children who
earn scoldings from their mothers.",[ghost],"[frisk, levitate]"
356,Dusclops,16.00,306.00,Beckon Pokemon,"Dusclops absorbs anything, however large the object may be.
This Pokemon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops's bidding.",[ghost],"[frisk, pressure]"
357,Tropius,20.00,1000.00,Fruit Pokemon,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokemon
flies by flapping the leaves on its back as if they were wings.","[flying, grass]","[harvest, solar-power, chlorophyll]"
358,Chimecho,6.00,10.00,Wind Chime Pokemon,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokemon plucks berries with its long tail and eats them.",[psychic],[levitate]
359,Absol,12.00,470.00,Disaster Pokemon,"Although it's said to bring disaster, in actuality,
this Pokemon possesses a calm disposition and
warns people of any crises that loom.",[dark],"[justified, super-luck, pressure]"
360,Wynaut,6.00,140.00,Bright Pokemon,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokemon gains
endurance and is trained to dole out powerful counterattacks.",[psychic],"[telepathy, shadow-tag]"
361,Snorunt,7.00,168.00,Snow Hat Pokemon,"It can only survive in cold areas. It bounces
happily around, even in environments as cold as
-150 degrees Fahrenheit.",[ice],"[moody, ice-body, inner-focus]"
362,Glalie,15.00,2565.00,Face Pokemon,"Its prey is instantaneously frozen stiff by the
cold air it exhales from its huge mouth. While
they're in that frozen state, it gobbles them up.",[ice],"[moody, ice-body, inner-focus]"
363,Spheal,8.00,395.00,Clap Pokemon,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokemon can be
seen rolling about on ice and crossing the sea.","[water, ice]","[oblivious, ice-body, thick-fat]"
364,Sealeo,11.00,876.00,Ball Roll Pokemon,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokemon is rolling something, it checks
the object's aroma and texture to determine whether it likes
the object or not.","[water, ice]","[oblivious, ice-body, thick-fat]"
365,Walrein,14.00,1506.00,Ice Break Pokemon,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly.","[water, ice]","[oblivious, ice-body, thick-fat]"
366,Clamperl,4.00,525.00,Bivalve Pokemon,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokemon is getting close to evolution.",[water],"[rattled, shell-armor]"
367,Huntail,17.00,270.00,Deep Sea Pokemon,"Huntail's tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokemon swims by wiggling its slender body
like a snake.",[water],"[water-veil, swift-swim]"
368,Gorebyss,18.00,226.00,South Sea Pokemon,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokemon inserts its thin mouth into the prey's body and drains
the prey of its body fluids.",[water],"[hydration, swift-swim]"
369,Relicanth,10.00,234.00,Longevity Pokemon,"It was fortuitously discovered during a deep sea
expedition. Its teeth have atrophied, so it now
survives on microscopic organisms it sucks up.","[rock, water]","[sturdy, rock-head, swift-swim]"
370,Luvdisc,6.00,87.00,Rendezvous Pokemon,"Loving couples have a soft spot for this
Pokemon, so honeymoon hotels often release
this Pokemon into their pools.",[water],"[hydration, swift-swim]"
371,Bagon,6.00,421.00,Rock Head Pokemon,"With its steel-hard stone head, it headbutts
indiscriminately. This is because of the stress
it feels at being unable to fly.",[dragon],"[sheer-force, rock-head]"
372,Shelgon,11.00,1105.00,Endurance Pokemon,"They lurk deep within cavesâ€motionless,
neither eating nor drinking. Why they don't die is
not known.",[dragon],"[overcoat, rock-head]"
373,Salamence,15.00,1026.00,Dragon Pokemon,"It flies around on its wings, which have grown in
at last. In its happiness, it gushes hot flames,
burning up the fields it passes over.","[flying, dragon]","[moxie, intimidate]"
374,Beldum,6.00,952.00,Iron Ball Pokemon,"With magnetic traction, it pulls its opponents in
close. When they're in range, it slashes them
with its rear claws.","[psychic, steel]","[light-metal, clear-body]"
375,Metang,12.00,2025.00,Iron Claw Pokemon,"It adores magnetic minerals, so it pursues
Nosepass at speeds exceeding 60 mph.","[psychic, steel]","[light-metal, clear-body]"
376,Metagross,16.00,5500.00,Iron Leg Pokemon,"A linkage of two Metang, this Pokemon can
perform any calculation in a flash by utilizing
parallel processing in its four brains.","[psychic, steel]","[light-metal, clear-body]"
377,Regirock,17.00,2300.00,Rock Peak Pokemon,"Regirock's body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations.",[rock],"[sturdy, clear-body]"
378,Regice,18.00,1750.00,Iceberg Pokemon,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokemon.
Its icy body is so cold, it will not melt even if it is immersed
in magma.",[ice],"[ice-body, clear-body]"
379,Registeel,19.00,2050.00,Iron Pokemon,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth.",[steel],"[light-metal, clear-body]"
380,Latias,14.00,400.00,Eon Pokemon,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokemon enfolds its body with its down and refracts
light to alter its appearance.","[psychic, dragon]",[levitate]
381,Latios,20.00,600.00,Eon Pokemon,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokemon can fly faster than a
jet plane by folding its forelegs to minimize air resistance.","[psychic, dragon]",[levitate]
382,Kyogre,45.00,3520.00,Sea Basin Pokemon,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature.",[water],[drizzle]
383,Groudon,35.00,9500.00,Continent Pokemon,"Through Primal Reversion and with nature's full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world.",[ground],[drought]
384,Rayquaza,70.00,2065.00,Sky High Pokemon,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve.","[flying, dragon]",[air-lock]
385,Jirachi,3.00,11.00,Wish Pokemon,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire.","[psychic, steel]",[serene-grace]
386,Deoxys,17.00,608.00,DNA Pokemon,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokemon
shoots lasers from the crystalline organ on its chest.",[psychic],[pressure]
387,Turtwig,4.00,102.00,Tiny Leaf Pokemon,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty.",[grass],"[shell-armor, overgrow]"
388,Grotle,11.00,970.00,Grove Pokemon,"It knows where pure water wells up. It carries fellow
Pokemon there on its back.",[grass],"[shell-armor, overgrow]"
389,Torterra,22.00,3100.00,Continent Pokemon,"Small Pokemon occasionally gather on its unmoving
back to begin building their nests.","[ground, grass]","[shell-armor, overgrow]"
390,Chimchar,5.00,62.00,Chimp Pokemon,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick.",[fire],"[iron-fist, blaze]"
391,Monferno,9.00,220.00,Playful Pokemon,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon.","[fighting, fire]","[iron-fist, blaze]"
392,Infernape,12.00,550.00,Flame Pokemon,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style.","[fighting, fire]","[iron-fist, blaze]"
393,Piplup,4.00,52.00,Penguin Pokemon,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold.",[water],"[defiant, torrent]"
394,Prinplup,8.00,230.00,Penguin Pokemon,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees.",[water],"[defiant, torrent]"
395,Empoleon,17.00,845.00,Emperor Pokemon,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns.","[steel, water]","[defiant, torrent]"
396,Starly,3.00,20.00,Starling Pokemon,"They flock around mountains and fields, chasing
after bug Pokemon. Their singing is noisy
and annoying.","[flying, normal]","[reckless, keen-eye]"
